,index,CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,:@computed_region_rxqg_mtj9,:@computed_region_yftq_j783,:@computed_region_jx4q_fizf,:@computed_region_bh8s_q3mv,:@computed_region_p5aj_wyqh,:@computed_region_fyvs_ahh9,:@computed_region_f58d_8dbm,:@computed_region_9dfj_4gjx,:@computed_region_vtsz_7cme,:@computed_region_n4xg_c4py,:@computed_region_sruu_94in,:@computed_region_4isq_27mq,:@computed_region_viu7_rrfi,:@computed_region_fcz8_est8,:@computed_region_pigm_ib2e,:@computed_region_9jxd_iqea,:@computed_region_6ezc_tdp2,:@computed_region_6pnf_4xz7,:@computed_region_h4ep_8xdi,:@computed_region_nqbw_i6c3,:@computed_region_2dwj_jsy4,:@computed_region_y6ts_4iup,Neighborhoods,Plate
428,1915197,5776266,2016-04-18 20:08:30,2016-04-20 08:28:52,2016-04-20 08:28:52,Closed,Case is a Duplicate - SEE SR #   5776204,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Cream - GMC - South wind RV - 6puk177,"8130 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1.0,Sutro Heights,RICHMOND,37.779270172119006,-122.506767272949,"(37.77927017, -122.50676727)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
429,1923996,5748355,2016-04-10 13:17:56,2016-04-14 07:55:58,2016-04-14 07:55:58,Closed,DPT Abandoned Vehicles- Gone on Arrival - 4-13-16 @   1427  HRS #   85,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Cream - GMC - Southwind - 6puk177,"8045 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1.0,Sutro Heights,RICHMOND,37.778923034668004,-122.505859375,"(37.77892303, -122.50585938)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
430,1931924,5725321,2016-04-03 10:12:55,2016-04-08 08:31:14,2016-04-08 08:31:14,Closed,DPT Abandoned Vehicles- Gone on Arrival - 4/7/16 @1413 #85,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Cream - GMC - Southwind - 6puk177,"8130 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1.0,Sutro Heights,RICHMOND,37.779270172119006,-122.506767272949,"(37.77927017, -122.50676727)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
431,1939875,5703204,2016-03-26 18:43:24,2016-03-29 08:50:53,2016-03-29 08:50:53,Closed,Case is a Duplicate - csr 5703204,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Tan - GMC - Southwind RV - 6puk177,"8130 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1.0,Sutro Heights,RICHMOND,37.779270172119006,-122.506767272949,"(37.77927017, -122.50676727)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
432,1956781,5654020,2016-03-10 20:44:40,2016-03-24 09:17:06,2016-03-24 09:17:06,Closed,DPT Abandoned Vehicles- Gone on Arrival - 3-23-16 @1440   HRS #  G85,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Cream - GMC - Southwind - 6puk177,"492 45TH AVE, SAN FRANCISCO, CA, 94121",45TH AVE,1.0,Sutro Heights,RICHMOND,37.779354095459,-122.506019592285,"(37.7793541, -122.50601959)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
433,1962042,5638481,2016-03-06 19:23:27,2016-03-11 09:03:27,2016-03-11 09:03:27,Closed,DPT Abandoned Vehicles- Gone on Arrival - GOA    03/10/16   @1428HRS   #85,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,BEIGE - NOT SURE - NOT SURE - 6PUK177,"484 47TH AVE, SAN FRANCISCO, CA, 94121",47TH AVE,1.0,Sutro Heights,RICHMOND,37.779331207275,-122.508163452148,"(37.77933121, -122.50816345)",Phone,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
434,1968986,5617447,2016-03-01 09:13:53,2016-03-02 08:40:05,2016-03-02 08:40:05,Closed,Case is a Duplicate - SEE SR #   5616465,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Cream - GMC - South Wind RV - 6puk177,"494 46TH AVE, SAN FRANCISCO, CA, 94121",46TH AVE,1.0,Sutro Heights,RICHMOND,37.779296875,-122.50708770751999,"(37.77929688, -122.50708771)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
435,1976401,5597616,2016-02-23 19:54:02,2016-03-02 09:07:10,2016-03-02 09:07:10,Closed,DPT Abandoned Vehicles- Gone on Arrival - 3-1-16 @  1440  HRS # 85,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Cream-Ylw - GMC - Southwind RV - 6puk177,"7949 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1.0,Sutro Heights,RICHMOND,37.778968811035,-122.504837036133,"(37.77896881, -122.50483704)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
436,1985874,5569728,2016-02-15 14:09:48,2016-02-23 11:24:45,2016-02-23 11:24:45,Closed,DPT Abandoned Vehicles- Gone on Arrival - 2-22-16   @ 1600  HRS # 23,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Cream - GMC - Southwind RV - 6puk177,"7949 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1.0,Sutro Heights,RICHMOND,37.778968811035,-122.504837036133,"(37.77896881, -122.50483704)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
437,1995053,5542839,2016-02-06 17:42:57,2016-02-11 06:51:32,2016-02-11 06:51:32,Closed,Case is a Duplicate - CASE   #5522862,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Cream - GMC - Southwind - 6puk177,"8130 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1.0,Sutro Heights,RICHMOND,37.779270172119006,-122.506767272949,"(37.77927017, -122.50676727)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
438,2010667,5497219,2016-01-24 10:23:39,2016-02-05 12:32:06,2016-02-05 12:32:06,Closed,"DPT Abandoned Vehicles- Gone on Arrival - 2-4-16 VEH GOA @1736HOURS 
 #85",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,Tan - GMC - Southwind RV - 6puk177,"8139 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1.0,Sutro Heights,RICHMOND,37.778881072998,-122.50681304931601,"(37.77888107, -122.50681305)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
439,1690125,5391210,2015-12-20 20:41:58,2015-12-28 06:27:23,2015-12-28 06:27:23,Closed,"DPT Abandoned Vehicles- Gone on Arrival - 12-24-15 VEH GOA @ 1020 HOURS
 #85",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,BEIGE - SOUTHWIND - RV - 6PUK177,Intersection of FULTON ST and 43RD AVE,FULTON ST,1.0,Golden Gate Park,RICHMOND,37.771687607097995,-122.503474612947,"(37.77168761, -122.50347461)",Phone,,9.0,8.0,4.0,12.0,2.0,11.0,9.0,55.0,6.0,8.0,8.0,,9.0,,4.0,,,,,,,1.0,,,,,9.0,6PUK177
440,1719671,5290989,2015-11-16 19:09:23,2015-11-17 09:06:25,2015-11-17 09:06:25,Closed,Case is a Duplicate - SEE SR #  5290725,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Cream - GMC - Southwind - 6puk177,"492 45TH AVE, SAN FRANCISCO, CA, 94121",45TH AVE,1.0,Sutro Heights,RICHMOND,37.779354095459,-122.506019592285,"(37.7793541, -122.50601959)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
441,1728108,5264532,2015-11-07 18:35:07,2015-11-09 09:22:19,2015-11-09 09:22:19,Closed,Case is a Duplicate - SEE SR #   5261895,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Beige - GMC - South wind  - 6puk177,"492 45TH AVE, SAN FRANCISCO, CA, 94121",45TH AVE,1.0,Sutro Heights,RICHMOND,37.779354095459,-122.506019592285,"(37.7793541, -122.50601959)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
442,3716607,5247010,2015-11-02 12:49:06,2015-11-09 08:33:50,2015-11-09 08:33:50,Closed,DPT Abandoned Vehicles- Gone on Arrival - 11-6-15 @   1322  HRS #   G85,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Beige - South Wind -  - 6PUK177,Intersection of 46TH AVE and GEARY BLVD,46TH AVE,1.0,Sutro Heights,RICHMOND,37.779062431882,-122.50723486102501,"(37.77906243, -122.50723486)",Phone,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
443,3730665,5222539,2015-10-25 10:36:14,2015-10-28 08:20:39,2015-10-28 08:20:39,Closed,DPT Abandoned Vehicles- Gone on Arrival - 10-27-15 @  1557  HRS #   23,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Tan - GMC -  - 6puk177,"8045 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1.0,Sutro Heights,RICHMOND,37.778923034668004,-122.505859375,"(37.77892303, -122.50585938)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
444,1770022,5095026,2015-09-14 10:12:17,2015-09-16 07:34:06,2015-09-16 07:34:06,Closed,Case is a Duplicate - SEE SR #   5082781,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Tan - GMC - Southwind - 6puk177,"7949 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1.0,Sutro Heights,RICHMOND,37.778968811035,-122.504837036133,"(37.77896881, -122.50483704)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
445,1772644,5086206,2015-09-10 19:56:22,2015-09-14 07:33:43,2015-09-14 07:33:43,Closed,Case is a Duplicate - SEE SR # 5082781,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Cream - GMC - Southwind - 6puk177,"8001 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1.0,Sutro Heights,RICHMOND,37.778945922852,-122.50536346435499,"(37.77894592, -122.50536346)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
446,1776428,5073238,2015-09-07 09:40:28,2015-09-10 08:06:39,2015-09-10 08:06:39,Closed,Case is a Duplicate - SEE SR #   5061518,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Cream - GMC - Southwind - 6puk177,"487 47TH AVE, SAN FRANCISCO, CA, 94121",47TH AVE,1.0,Sutro Heights,RICHMOND,37.779296875,-122.508460998535,"(37.77929688, -122.508461)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
447,1779626,5061518,2015-09-02 23:26:45,2015-09-09 08:19:27,2015-09-09 08:19:27,Closed,DPT Abandoned Vehicles- Gone on arrival - 9-8-15 @  1407  HRS #  85,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Cream - GMC - Southwind - 6puk177,"484 47TH AVE, SAN FRANCISCO, CA, 94121",47TH AVE,1.0,Sutro Heights,RICHMOND,37.779331207275,-122.508163452148,"(37.77933121, -122.50816345)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
448,1796202,5003625,2015-08-16 15:42:26,2015-08-19 07:57:02,2015-08-19 07:57:02,Closed,DPT Abandoned Vehicles- Gone on arrival - 08/18/15 @1407       #85,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Cream - GMC - South wind  - 6puk177,"7949 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1.0,Sutro Heights,RICHMOND,37.778968811035,-122.504837036133,"(37.77896881, -122.50483704)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
449,1811457,4948897,2015-07-29 00:26:48,2015-07-30 07:34:56,2015-07-30 07:34:56,Closed,Case is a Duplicate - SEE SR #   4942578,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Tan - Chevrolet - Southwind - 6puk177,"8045 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1.0,Sutro Heights,RICHMOND,37.778923034668004,-122.505859375,"(37.77892303, -122.50585938)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
450,1813262,4942578,2015-07-27 09:10:42,2015-08-04 08:15:50,2015-08-04 08:15:50,Closed,DPT Abandoned Vehicles- Gone on arrival - 08/03/15 @1534      #85,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Tan - GMC - Southwind - 6puk177,"8001 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1.0,Sutro Heights,RICHMOND,37.778945922852,-122.50536346435499,"(37.77894592, -122.50536346)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
451,1820960,4917445,2015-07-17 14:04:58,2015-07-22 07:27:28,2015-07-22 07:27:28,Closed,DPT Abandoned Vehicles- Gone on arrival - 7-21-15 @  1402  HRS #   85,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Cream - GMC - Southwind - 6puk177,"8130 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1.0,Sutro Heights,RICHMOND,37.779270172119006,-122.506767272949,"(37.77927017, -122.50676727)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
452,1827506,4896460,2015-07-09 19:05:24,2015-07-14 08:23:10,2015-07-14 08:23:10,Closed,DPT Abandoned Vehicles- Gone on arrival - 7-13-15 @  1341   HRS #   85,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Cream - GMC - Southwind - 6puk177,"492 45TH AVE, SAN FRANCISCO, CA, 94121",45TH AVE,1.0,Sutro Heights,RICHMOND,37.779354095459,-122.506019592285,"(37.7793541, -122.50601959)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
453,401209,4854696,2015-06-25 12:34:47,2015-06-29 06:19:30,2015-06-29 06:19:30,Closed,DPT Abandoned Vehicles- Gone on arrival - 6-26-15 @ 1430  HRS #   85,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Cream - GMC - Southwind  - 6puk177,Intersection of 44TH AVE and GEARY BLVD,44TH AVE,1.0,Sutro Heights,RICHMOND,37.779159545898,-122.505088806152,"(37.77915955, -122.50508881)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
454,774244,4838351,2015-06-18 18:57:33,2015-06-23 08:33:36,2015-06-23 08:33:36,Closed,DPT Abandoned Vehicles- Gone on arrival - 06/22/15 @  1427        #85,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Cream - GMC - Southwind - 6puk177,"8045 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1.0,Sutro Heights,RICHMOND,37.778923034668004,-122.505859375,"(37.77892303, -122.50585938)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
455,790580,4754289,2015-05-18 11:37:40,2015-05-27 08:14:11,2015-05-27 08:14:11,Closed,DPT Abandoned Vehicles- Gone on arrival - 5-26-15 @1424  HRS #  G85,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,TAN  - SOUTHWIND  - CAMPER  - 6PUK177,"4625 CABRILLO ST, SAN FRANCISCO, CA, 94121",CABRILLO ST,1.0,Outer Richmond,RICHMOND,37.77320098877,-122.508270263672,"(37.77320099, -122.50827026)",Phone,,8.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,8.0,,4.0,,,,,,,1.0,,,,,8.0,6PUK177
456,823426,4637573,2015-04-04 22:33:20,2015-04-07 08:17:44,2015-04-07 08:17:44,Closed,DPT Abandoned Vehicles- Gone on arrival,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Cream - GMC - Southwind - 6puk177,"7935 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1.0,Sutro Heights,RICHMOND,37.77897644043,-122.504638671875,"(37.77897644, -122.50463867)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
457,829587,4616313,2015-03-28 18:26:49,2015-03-31 08:14:55,2015-03-31 08:14:55,Closed,DPT Abandoned Vehicles- Gone on arrival - 3-30-15 @1509 HRS #   G85,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Cream - GMC - South wind RV - 6PUK177,"492 45TH AVE, SAN FRANCISCO, CA, 94121",45TH AVE,1.0,Sutro Heights,RICHMOND,37.779354095459,-122.506019592285,"(37.7793541, -122.50601959)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
458,833193,4603970,2015-03-24 17:33:01,2015-03-26 07:48:50,2015-03-26 07:48:50,Closed,DPT Abandoned Vehicles- Gone on arrival - 3-25-15  @1415  HRS #   G85,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,beigh - RV - southwind - 6PUK177,"8130 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1.0,Sutro Heights,RICHMOND,37.779268190905,-122.506766272515,"(37.77926819, -122.50676627)",Phone,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
459,1139475,4305239,2014-12-15 14:35:05,2014-12-22 07:09:16,2014-12-22 07:09:16,Closed,DPT Abandoned Vehicles- Gone on arrival - 12/19/14 @1431  #85,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,white - Norton -  - 6PUK177,"321 POINT LOBOS AVE, SAN FRANCISCO, CA, 94121",POINT LOBOS AVE,1.0,Sutro Heights,RICHMOND,37.779727935791,-122.506675720215,"(37.77972794, -122.50667572)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
460,1145540,4277545,2014-12-06 21:48:05,2014-12-10 07:36:13,2014-12-10 07:36:13,Closed,DPT Abandoned Vehicles- Gone on arrival - 12-9-14 @ 1353  HRS  #  G85,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Cream - GMC - Southwind RV - 6puk177,"486 45TH AVE, SAN FRANCISCO, CA, 94121",45TH AVE,1.0,Sutro Heights,RICHMOND,37.779457092285,-122.50602722168001,"(37.77945709, -122.50602722)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
461,1171714,4170444,2014-11-03 05:58:23,2014-11-05 08:09:58,2014-11-05 08:09:58,Closed,DPT Abandoned Vehicles- Gone on arrival - 11-4-14    @ 1404  HRS  #G85,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Cream - GMC - South wind rv - 6puk177,"8045 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1.0,Sutro Heights,RICHMOND,37.778923034668004,-122.505859375,"(37.77892303, -122.50585938)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
462,3660605,3799198,2014-07-04 18:40:53,2014-07-08 08:42:03,2014-07-08 08:42:03,Closed,"DPT Abandoned Vehicles- Gone on arrival - 7-7-14 VEH COMPLIED WITH ORDINANCE @1512 HOURS
 #85",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Tan - Southwind  -  - 6puk177,"8001 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1.0,Sutro Heights,RICHMOND,37.779103950812,-122.505117889391,"(37.77910395, -122.50511789)",Phone,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
463,1002067,3770444,2014-06-24 22:53:37,2014-06-26 07:04:33,2014-06-26 07:04:33,Closed,"DPT Abandoned Vehicles- Gone on arrival - 6-25-14 VEH COMPLIED WITH ORDINANCE
 @1301 HOURS
 #85",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Yellow - GMC - South wind RV - 6puk177,"492 45TH AVE, SAN FRANCISCO, CA, 94121",45TH AVE,1.0,Sutro Heights,RICHMOND,37.779354095459,-122.506019592285,"(37.7793541, -122.50601959)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
464,1006599,3748219,2014-06-17 10:29:27,2014-06-17 11:10:22,2014-06-17 11:10:22,Closed,Case is a Duplicate - SEE SR  #  3739495,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Cream/whit - GMC - Southwind - 6puk177,"8001 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1.0,Sutro Heights,RICHMOND,37.778945922852,-122.50536346435499,"(37.77894592, -122.50536346)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
465,1008379,3739495,2014-06-13 19:30:17,2014-06-20 08:08:34,2014-06-20 08:08:34,Closed,"DPT Abandoned Vehicles- Gone on arrival - 6-19-14 VEH COMPLIED WITH ORDINANCE 
 @1508 HOURS
 #85",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,TAN - SOUTHWIND - RV - 6PUK177,"8001 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1.0,Sutro Heights,RICHMOND,37.779103950812,-122.505117889391,"(37.77910395, -122.50511789)",Phone,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
466,1017028,3701154,2014-06-02 17:28:03,2014-06-03 10:03:04,2014-06-03 10:03:04,Closed,Case is a Duplicate - SEE SR  # 3692998,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Cream - GMC - SOUTHWIND RV - 6PUK177,"492 45TH AVE, SAN FRANCISCO, CA, 94121",45TH AVE,1.0,Sutro Heights,RICHMOND,37.779354095459,-122.506019592285,"(37.7793541, -122.50601959)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
467,1018964,3692998,2014-05-30 20:24:37,2014-06-06 08:03:02,2014-06-06 08:03:02,Closed,"DPT Abandoned Vehicles- Gone on arrival - 6-5-14 VEH COMPLIED WITH ORDINANCE
 @1442 HOURS
 #85",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Cream/brow - GMC - Southwind RV - 6puk177,"492 45TH AVE, SAN FRANCISCO, CA, 94121",45TH AVE,1.0,Sutro Heights,RICHMOND,37.779354095459,-122.506019592285,"(37.7793541, -122.50601959)",Web,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
468,1023550,3673583,2014-05-24 11:53:28,2014-05-31 11:07:10,2014-05-31 11:07:10,Closed,"DPT Abandoned Vehicles- Gone on arrival - 5-30-14 VEH GOA @1325 HOURS
 #85",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Tan - Southwind - RV - 6PUK177,"7949 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1.0,Sutro Heights,RICHMOND,37.779075394185,-122.50453568130301,"(37.77907539, -122.50453568)",Phone,,6.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,6.0,,4.0,,,,,,,1.0,,,,,6.0,6PUK177
